email,username,avatar_url,genre1,genre2,genre3,goals,experience,soundcloudurl,youtubeurl,bandcampurl,googledriveurl,otherurl,production,vocals,liveinstrumentation,mixingandmastering,similar,password,password_confirmation
test205@gmail.com,test205@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Pop,Rock,Indie,3,11,google.com,google.com,google.com,google.com,google.com,,TRUE,,,Chance the Rapper,password,password
test206@gmail.com,test206@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Rock,Hip Hop,Indie,4,16,google.com,google.com,google.com,google.com,google.com,,TRUE,TRUE,,Chance the Rapper,password,password
test207@gmail.com,test207@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,All,Hip Hop,Electronic,4,16,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,TRUE,TRUE,Chance the Rapper,password,password
test208@gmail.com,test208@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Electronic,Pop,R&B,2,2,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,,,Chance the Rapper,password,password
test209@gmail.com,test209@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Indie,Electronic,Pop,2,4,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,TRUE,,Chance the Rapper,password,password
test210@gmail.com,test210@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Hip Hop,Rock,Pop,5,1,google.com,google.com,google.com,google.com,google.com,,TRUE,,TRUE,Chance the Rapper,password,password
test211@gmail.com,test211@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Hip Hop,Rock,Indie,4,21,google.com,google.com,google.com,google.com,google.com,,TRUE,,TRUE,Chance the Rapper,password,password
test212@gmail.com,test212@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Hip Hop,R&B,Rock,4,44,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,,,Chance the Rapper,password,password
test213@gmail.com,test213@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Indie,Pop,Hip Hop,4,2,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,TRUE,,Chance the Rapper,password,password
test214@gmail.com,test214@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Hip Hop,Pop,Indie,4,38,google.com,google.com,google.com,google.com,google.com,,TRUE,,,Chance the Rapper,password,password
test215@gmail.com,test215@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Hip Hop,Electronic,Pop,4,49,google.com,google.com,google.com,google.com,google.com,,TRUE,TRUE,TRUE,Chance the Rapper,password,password
test216@gmail.com,test216@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Hip Hop,R&B,Indie,4,42,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,,,Chance the Rapper,password,password
test217@gmail.com,test217@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Hip Hop,Indie,R&B,5,1,google.com,google.com,google.com,google.com,google.com,,TRUE,,TRUE,Chance the Rapper,password,password
test218@gmail.com,test218@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Hip Hop,Electronic,Indie,4,46,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,TRUE,TRUE,Chance the Rapper,password,password
test219@gmail.com,test219@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Rock,R&B,Indie,1,10,google.com,google.com,google.com,google.com,google.com,,TRUE,,,Chance the Rapper,password,password
test220@gmail.com,test220@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Rock,Pop,Indie,2,13,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,,TRUE,Chance the Rapper,password,password
test221@gmail.com,test221@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,R&B,Rock,Acoustic,3,4,google.com,google.com,google.com,google.com,google.com,,TRUE,,TRUE,Chance the Rapper,password,password
test222@gmail.com,test222@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,R&B,Rock,Electronic,3,4,google.com,google.com,google.com,google.com,google.com,,TRUE,,,Chance the Rapper,password,password
test223@gmail.com,test223@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Electronic,Rock,R&B,4,7,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,,,Chance the Rapper,password,password
test224@gmail.com,test224@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Electronic,Acoustic,Rock,4,7,google.com,google.com,google.com,google.com,google.com,,TRUE,TRUE,TRUE,Chance the Rapper,password,password
test225@gmail.com,test225@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Rock,Pop,Hip Hop,3,31,google.com,google.com,google.com,google.com,google.com,,TRUE,TRUE,,Chance the Rapper,password,password
test226@gmail.com,test226@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Rock,Electronic,Hip Hop,3,46,google.com,google.com,google.com,google.com,google.com,,TRUE,,TRUE,Chance the Rapper,password,password
test227@gmail.com,test227@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Rock,Electronic,Hip Hop,1,29,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,,,Chance the Rapper,password,password
test228@gmail.com,test228@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Rock,Acoustic,Hip Hop,3,23,google.com,google.com,google.com,google.com,google.com,,TRUE,TRUE,,Chance the Rapper,password,password
test229@gmail.com,test229@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Pop,Rock,Hip Hop,1,20,google.com,google.com,google.com,google.com,google.com,,TRUE,,,Chance the Rapper,password,password
test230@gmail.com,test230@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Indie,Rock,Hip Hop,3,45,google.com,google.com,google.com,google.com,google.com,,TRUE,,TRUE,Chance the Rapper,password,password
test231@gmail.com,test231@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Pop,R&B,Electronic,2,1,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,,,Chance the Rapper,password,password
test232@gmail.com,test232@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Acousic,Pop,R&B,3,10,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,,,Chance the Rapper,password,password
test233@gmail.com,test233@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Indie,Pop,R&B,1,6,google.com,google.com,google.com,google.com,google.com,,TRUE,,,Chance the Rapper,password,password
test234@gmail.com,test234@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Pop,Acoustic,R&B,4,9,google.com,google.com,google.com,google.com,google.com,,TRUE,TRUE,,Chance the Rapper,password,password
test235@gmail.com,test235@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Electronic,Pop,R&B,3,4,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,,,Chance the Rapper,password,password
test236@gmail.com,test236@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Pop,R&B,Hip Hop,1,35,google.com,google.com,google.com,google.com,google.com,,TRUE,TRUE,TRUE,Chance the Rapper,password,password
test237@gmail.com,test237@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Indie,Electronic,Acoustic,3,10,google.com,google.com,google.com,google.com,google.com,,TRUE,TRUE,TRUE,Chance the Rapper,password,password
test238@gmail.com,test238@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,R&B,Acoustic,Hip Hop,3,36,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,,,Chance the Rapper,password,password
test239@gmail.com,test239@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,R&B,Indie,Hip Hop,1,47,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,TRUE,TRUE,Chance the Rapper,password,password
test240@gmail.com,test240@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,R&B,Indie,Hip Hop,1,28,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,,TRUE,Chance the Rapper,password,password
test241@gmail.com,test241@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Electronic,Indie,Hip Hop,1,29,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,TRUE,,Chance the Rapper,password,password
test242@gmail.com,test242@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Indie,Electronic,Hip Hop,1,35,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,,TRUE,Chance the Rapper,password,password
test243@gmail.com,test243@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Acousic,Electronic,Hip Hop,3,36,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,TRUE,,Chance the Rapper,password,password
test244@gmail.com,test244@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Acousic,Electronic,Hip Hop,1,40,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,TRUE,,Chance the Rapper,password,password
test245@gmail.com,test245@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Acousic,Acoustic,Hip Hop,1,22,google.com,google.com,google.com,google.com,google.com,,TRUE,,,Chance the Rapper,password,password
test246@gmail.com,test246@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Rock,Pop,Acoustic,1,5,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,TRUE,TRUE,Chance the Rapper,password,password
test247@gmail.com,test247@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Pop,Rock,Electronic,3,3,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,TRUE,,Chance the Rapper,password,password
test248@gmail.com,test248@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Electronic,Rock,Hip Hop,5,13,google.com,google.com,google.com,google.com,google.com,,TRUE,TRUE,,Chance the Rapper,password,password
test249@gmail.com,test249@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Pop,R&B,Acoustic,2,16,google.com,google.com,google.com,google.com,google.com,,TRUE,,TRUE,Chance the Rapper,password,password
test250@gmail.com,test250@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,All,Indie,Pop,4,38,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,,TRUE,Chance the Rapper,password,password
test251@gmail.com,test251@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,All,Pop,Rock,4,42,google.com,google.com,google.com,google.com,google.com,,TRUE,TRUE,,Chance the Rapper,password,password
test252@gmail.com,test252@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,All,R&B,Electronic,4,34,google.com,google.com,google.com,google.com,google.com,,TRUE,TRUE,,Chance the Rapper,password,password
test253@gmail.com,test253@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,All,Rock,Acoustic,4,42,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,,TRUE,Chance the Rapper,password,password
test254@gmail.com,test254@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,All,Hip Hop,Pop,4,22,google.com,google.com,google.com,google.com,google.com,,TRUE,,TRUE,Chance the Rapper,password,password
test255@gmail.com,test255@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,All,R&B,Electronic,4,42,google.com,google.com,google.com,google.com,google.com,,TRUE,,TRUE,Chance the Rapper,password,password
test256@gmail.com,test256@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,All,Indie,Hip Hop,4,47,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,,,Chance the Rapper,password,password
test257@gmail.com,test257@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,All,Acoustic,Hip Hop,4,30,google.com,google.com,google.com,google.com,google.com,,TRUE,,TRUE,Chance the Rapper,password,password
test258@gmail.com,test258@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,All,Rock,Electronic,4,42,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,,TRUE,Chance the Rapper,password,password
test259@gmail.com,test259@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,All,Hip Hop,Rock,5,15,google.com,google.com,google.com,google.com,google.com,,TRUE,TRUE,,Chance the Rapper,password,password
test260@gmail.com,test260@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,All,Acoustic,R&B,4,25,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,,,Chance the Rapper,password,password
test261@gmail.com,test261@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,All,Hip Hop,Electronic,4,19,google.com,google.com,google.com,google.com,google.com,,TRUE,,TRUE,Chance the Rapper,password,password
test262@gmail.com,test262@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,All,Pop,Rock,5,1,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,TRUE,TRUE,Chance the Rapper,password,password
test263@gmail.com,test263@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,All,Hip Hop,R&B,4,19,google.com,google.com,google.com,google.com,google.com,,TRUE,TRUE,TRUE,Chance the Rapper,password,password
test264@gmail.com,test264@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,All,Hip Hop,Rock,4,27,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,,,Chance the Rapper,password,password
test265@gmail.com,test265@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,All,Acoustic,Electronic,4,18,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,,TRUE,Chance the Rapper,password,password
test266@gmail.com,test266@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,All,Hip Hop,Rock,4,34,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,,,Chance the Rapper,password,password
test267@gmail.com,test267@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,All,Indie,R&B,4,18,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,TRUE,,Chance the Rapper,password,password
test268@gmail.com,test268@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,All,Rock,Electronic,4,20,google.com,google.com,google.com,google.com,google.com,,TRUE,,,Chance the Rapper,password,password
test269@gmail.com,test269@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,All,Electronic,R&B,4,40,google.com,google.com,google.com,google.com,google.com,,TRUE,,TRUE,Chance the Rapper,password,password
test270@gmail.com,test270@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,All,R&B,Hip Hop,5,1,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,TRUE,TRUE,Chance the Rapper,password,password
test271@gmail.com,test271@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Acousic,Pop,Indie,1,5,google.com,google.com,google.com,google.com,google.com,,TRUE,,,Chance the Rapper,password,password
test272@gmail.com,test272@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Pop,Hip Hop,Rock,4,32,google.com,google.com,google.com,google.com,google.com,,TRUE,TRUE,,Chance the Rapper,password,password
test273@gmail.com,test273@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Pop,Indie,Hip Hop,5,3,google.com,google.com,google.com,google.com,google.com,,TRUE,TRUE,TRUE,Chance the Rapper,password,password
test274@gmail.com,test274@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Acousic,R&B,Acoustic,3,11,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,TRUE,TRUE,Chance the Rapper,password,password
test275@gmail.com,test275@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Acousic,R&B,Acoustic,2,2,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,,TRUE,Chance the Rapper,password,password
test276@gmail.com,test276@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Pop,Hip Hop,R&B,4,21,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,TRUE,TRUE,Chance the Rapper,password,password
test277@gmail.com,test277@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Electronic,R&B,Acoustic,3,3,google.com,google.com,google.com,google.com,google.com,,TRUE,TRUE,TRUE,Chance the Rapper,password,password
test278@gmail.com,test278@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,R&B,Hip Hop,Pop,4,34,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,TRUE,TRUE,Chance the Rapper,password,password
test279@gmail.com,test279@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Acousic,Hip Hop,Pop,4,18,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,TRUE,TRUE,Chance the Rapper,password,password
test280@gmail.com,test280@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Acousic,R&B,Hip Hop,5,13,google.com,google.com,google.com,google.com,google.com,,TRUE,,TRUE,Chance the Rapper,password,password
test281@gmail.com,test281@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Indie,Electronic,Hip Hop,4,16,google.com,google.com,google.com,google.com,google.com,,TRUE,,,Chance the Rapper,password,password
test282@gmail.com,test282@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,R&B,Hip Hop,Acoustic,4,49,google.com,google.com,google.com,google.com,google.com,,TRUE,TRUE,,Chance the Rapper,password,password
test283@gmail.com,test283@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,R&B,Hip Hop,Acoustic,4,29,google.com,google.com,google.com,google.com,google.com,,TRUE,TRUE,,Chance the Rapper,password,password
test284@gmail.com,test284@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,R&B,Hip Hop,Acoustic,4,34,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,,TRUE,Chance the Rapper,password,password
test285@gmail.com,test285@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Electronic,Hip Hop,R&B,4,42,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,,TRUE,Chance the Rapper,password,password
test286@gmail.com,test286@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Indie,Hip Hop,R&B,4,37,google.com,google.com,google.com,google.com,google.com,,TRUE,TRUE,,Chance the Rapper,password,password
test287@gmail.com,test287@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Electronic,Hip Hop,Indie,4,21,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,,,Chance the Rapper,password,password
test288@gmail.com,test288@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Acousic,Pop,Rock,4,9,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,TRUE,,Chance the Rapper,password,password
test289@gmail.com,test289@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Electronic,Rock,Acoustic,4,5,google.com,google.com,google.com,google.com,google.com,,TRUE,TRUE,,Chance the Rapper,password,password
test290@gmail.com,test290@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Indie,Rock,Hip Hop,5,2,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,TRUE,TRUE,Chance the Rapper,password,password
test291@gmail.com,test291@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Indie,Acoustic,Pop,2,13,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,TRUE,TRUE,Chance the Rapper,password,password
test292@gmail.com,test292@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Pop,Acoustic,Indie,3,2,google.com,google.com,google.com,google.com,google.com,,TRUE,TRUE,TRUE,Chance the Rapper,password,password
test293@gmail.com,test293@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,R&B,Acoustic,Pop,3,2,google.com,google.com,google.com,google.com,google.com,,TRUE,TRUE,,Chance the Rapper,password,password
test294@gmail.com,test294@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Electronic,R&B,Pop,3,2,google.com,google.com,google.com,google.com,google.com,,TRUE,TRUE,TRUE,Chance the Rapper,password,password
test295@gmail.com,test295@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Hip Hop,R&B,Rock,5,48,google.com,google.com,google.com,google.com,google.com,,TRUE,TRUE,,Chance the Rapper,password,password
test296@gmail.com,test296@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Electronic,Indie,Pop,3,14,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,TRUE,TRUE,Chance the Rapper,password,password
test297@gmail.com,test297@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Hip Hop,Electronic,Rock,5,42,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,,,Chance the Rapper,password,password
test298@gmail.com,test298@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Hip Hop,Acoustic,Rock,5,36,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,,TRUE,Chance the Rapper,password,password
test299@gmail.com,test299@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Hip Hop,Indie,Rock,5,32,google.com,google.com,google.com,google.com,google.com,,TRUE,TRUE,TRUE,Chance the Rapper,password,password
test300@gmail.com,test300@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,R&B,Pop,Hip Hop,5,2,google.com,google.com,google.com,google.com,google.com,,TRUE,TRUE,TRUE,Chance the Rapper,password,password
test301@gmail.com,test301@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Hip Hop,Pop,R&B,5,41,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,,,Chance the Rapper,password,password
test302@gmail.com,test302@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Hip Hop,Pop,Acoustic,5,32,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,TRUE,,Chance the Rapper,password,password
test303@gmail.com,test303@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Hip Hop,Indie,Pop,5,45,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,,,Chance the Rapper,password,password
test304@gmail.com,test304@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Indie,R&B,Hip Hop,5,2,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,,TRUE,Chance the Rapper,password,password
test305@gmail.com,test305@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Hip Hop,R&B,Indie,5,33,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,TRUE,,Chance the Rapper,password,password
test306@gmail.com,test306@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Hip Hop,R&B,Acoustic,5,38,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,TRUE,,Chance the Rapper,password,password
test307@gmail.com,test307@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Hip Hop,Acoustic,R&B,5,29,google.com,google.com,google.com,google.com,google.com,,TRUE,TRUE,TRUE,Chance the Rapper,password,password
test308@gmail.com,test308@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Hip Hop,Indie,Electronic,5,42,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,TRUE,,Chance the Rapper,password,password
test309@gmail.com,test309@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Hip Hop,Electronic,Acoustic,5,32,google.com,google.com,google.com,google.com,google.com,,TRUE,TRUE,TRUE,Chance the Rapper,password,password
test310@gmail.com,test310@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Rock,R&B,Electronic,1,3,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,TRUE,,Chance the Rapper,password,password
test311@gmail.com,test311@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Acousic,Rock,R&B,2,2,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,TRUE,TRUE,Chance the Rapper,password,password
test312@gmail.com,test312@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Rock,Pop,Indie,4,10,google.com,google.com,google.com,google.com,google.com,,TRUE,TRUE,TRUE,Chance the Rapper,password,password
test313@gmail.com,test313@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,R&B,Rock,Pop,2,27,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,,TRUE,Chance the Rapper,password,password
test314@gmail.com,test314@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,R&B,Rock,Pop,2,23,google.com,google.com,google.com,google.com,google.com,,TRUE,,,Chance the Rapper,password,password
test315@gmail.com,test315@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Acousic,R&B,Rock,3,13,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,TRUE,TRUE,Chance the Rapper,password,password
test316@gmail.com,test316@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Pop,Rock,R&B,2,27,google.com,google.com,google.com,google.com,google.com,,TRUE,TRUE,,Chance the Rapper,password,password
test317@gmail.com,test317@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Pop,Rock,R&B,2,28,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,TRUE,,Chance the Rapper,password,password
test318@gmail.com,test318@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Pop,Rock,R&B,4,12,google.com,google.com,google.com,google.com,google.com,,TRUE,TRUE,,Chance the Rapper,password,password
test319@gmail.com,test319@gmail.com,https://pbs.twimg.com/profile_images/634782560032198656/u_ivPxyN.jpg,Pop,Rock,Electronic,2,46,google.com,google.com,google.com,google.com,google.com,TRUE,TRUE,TRUE,TRUE,Chance the Rapper,password,password
